survived,sex,age,sibsp,parch,fare,pclass_1,pclass_2,pclass_3,embarked_C,embarked_Q,embarked_S
0,0,1.81174402512,0,0,-0.493509476136,0,0,1,0,1,0
0,0,-0.144231526183,0,0,-0.382342116967,0,1,0,0,0,1
0,0,-0.108668334341,0,0,-0.503578338859,0,0,1,1,0,0
1,1,0.638158694339,1,0,0.437396322818,1,0,0,0,0,1
0,0,-0.64211621197,0,0,-0.507042893774,0,0,1,0,0,1
0,0,-0.499863444602,0,0,-0.392008843851,0,1,0,0,0,1
0,0,0.709285078023,0,0,-0.490690658577,0,0,1,0,0,1
1,1,0.424779543287,0,2,-0.335941827923,0,0,1,0,0,1
0,0,-0.64211621197,0,0,-0.487709440006,0,0,1,0,0,1
0,0,1.06491699644,0,0,-0.643343742842,1,0,0,0,0,1
0,0,-0.215357909867,0,0,-0.50317620302,0,0,1,0,0,1
0,0,0.0691476248684,0,0,-0.643343742842,0,1,0,0,0,1
1,0,-0.64211621197,0,0,-0.493026139792,0,0,1,0,0,1
1,1,0.353653159604,0,0,9.26174915962,1,0,0,1,0,0
0,0,-0.428737060918,0,0,-0.507042893774,0,0,1,0,0,1
1,1,2.06068636801,2,0,0.351926990398,1,0,0,0,0,1
1,0,-1.28225366512,1,0,-0.426002855613,0,0,1,1,0,0
0,0,2.27406551907,0,0,-0.45605090946,0,1,0,0,1,0
1,1,-0.499863444602,0,1,0.964393405676,1,0,0,1,0,0
0,0,-0.713242595653,0,0,-0.487709440006,0,0,1,0,0,1
0,0,-1.56675919986,4,1,-0.0802569018341,0,0,1,0,1,0
0,0,1.13604338013,0,0,0.887865795624,1,0,0,1,0,0
0,0,0.140274008552,0,0,-0.490126121727,0,0,1,0,0,1
1,0,-0.215357909867,1,0,0.383262652266,1,0,0,0,0,1
1,1,0.709285078023,0,0,-0.392008843851,0,1,0,0,0,1
0,0,1.91843360065,0,0,-0.643343742842,0,1,0,0,0,1
0,1,0.140274008552,1,1,-0.34367520943,0,0,1,0,1,0
1,0,-0.64211621197,0,1,0.543328182706,1,0,0,1,0,0
1,0,0.28252677592,1,1,-0.348589773378,0,0,1,1,0,0
1,1,0.140274008552,0,0,-0.392008843851,0,1,0,0,0,1
1,1,1.42054891486,0,1,4.1420882007,1,0,0,1,0,0
1,0,-0.428737060918,0,0,-0.440342478273,0,1,0,0,0,1
0,1,-1.42450643249,0,2,-0.176440834332,0,0,1,0,0,1
0,0,1.7050544496,0,0,-0.372675390083,0,1,0,0,0,1
0,0,0.318089967762,0,0,-0.518884634207,0,0,1,1,0,0
1,1,1.27829614749,0,0,-0.142042753388,1,0,0,0,0,1
1,0,0.140274008552,0,0,-0.493026139792,0,0,1,0,0,1
0,0,-0.286484293551,0,0,-0.491011593909,0,0,1,0,0,1
0,1,-1.92239111828,1,1,-0.377025417181,0,0,1,0,0,1
1,1,-0.855495363021,1,0,3.75550032584,1,0,0,1,0,0
0,0,1.20716976381,0,0,-0.493026139792,0,0,1,0,0,1
0,0,-1.10443770591,1,9,0.701297966758,0,0,1,0,0,1
1,0,0.0691476248684,0,0,-0.490126121727,0,0,1,0,0,1
0,0,0.140274008552,0,0,-0.487709440006,0,0,1,0,0,1
1,1,-0.64211621197,0,0,0.86385944608,1,0,0,0,0,1
1,1,-0.428737060918,1,0,-0.34367520943,0,0,1,0,1,0
0,1,-0.0731051424992,1,0,-0.140673944861,0,1,0,0,0,1
1,1,-0.713242595653,1,0,-0.140673944861,0,1,0,0,0,1
1,0,0.211400392236,0,0,-0.493509476136,0,0,1,0,1,0
1,1,-0.357610677234,0,1,-0.140673944861,0,1,0,0,0,1
1,0,0.28252677592,1,1,-0.348589773378,0,0,1,1,0,0
0,0,0.85153784539,0,0,-0.392008843851,0,1,0,0,0,1
0,0,-0.00197875881538,0,0,-0.50317620302,0,0,1,0,0,1
0,1,-0.855495363021,0,0,-0.512842929905,0,0,1,0,1,0
0,1,0.780411461706,0,5,0.123952703596,0,0,1,0,0,1
0,1,-0.64211621197,1,0,-0.363814868221,0,0,1,1,0,0
0,0,-0.428737060918,0,0,-0.342143999892,0,1,0,1,0,0
0,0,0.28252677592,0,0,-0.493509476136,0,0,1,0,1,0
0,0,-0.713242595653,0,0,-0.475867699572,0,0,1,0,0,1
1,1,-0.499863444602,0,0,-0.487709440006,0,0,1,0,0,1
0,0,-0.855495363021,2,2,0.0212437304506,0,0,1,0,0,1
0,0,0.211400392236,0,0,-0.490690658577,0,0,1,0,0,1
1,0,0.28252677592,0,0,-0.392008843851,0,1,0,0,0,1
0,0,-0.144231526183,0,0,-0.140673944861,0,1,0,0,0,1
0,1,-0.0731051424992,0,4,-0.235891204671,0,0,1,0,0,1
1,0,-0.286484293551,0,0,-0.0633401297867,1,0,0,1,0,0
1,0,0.140274008552,0,0,-0.490126121727,0,0,1,0,0,1
0,1,-0.144231526183,1,1,-0.364942008576,0,0,1,0,0,1
1,1,-0.215357909867,0,2,-0.428098602001,0,0,1,0,0,1
1,1,-0.570989828286,0,0,-0.493509476136,0,0,1,0,0,1
1,0,-1.49563281618,0,2,-0.246524604243,0,0,1,0,0,1
1,0,-0.00197875881538,0,0,-0.397083875466,0,1,0,1,0,0
0,0,0.140274008552,0,0,-0.487709440006,0,0,1,0,0,1
0,0,-0.997748130389,0,0,-0.459675932041,0,0,1,0,0,1
1,0,0.85153784539,0,0,-0.490851126243,0,0,1,0,0,1
0,0,0.709285078023,0,0,-0.503659539365,0,0,1,1,0,0
0,0,0.85153784539,0,0,-0.495442821513,0,0,1,0,0,1
1,1,-0.997748130389,0,0,-0.495442821513,0,0,1,0,0,1
0,0,-0.286484293551,1,2,-0.245557931555,0,0,1,0,0,1
0,0,2.41631828643,1,4,4.44135459828,1,0,0,0,0,1
1,1,-0.570989828286,1,0,0.644264278141,1,0,0,0,0,1
0,1,-0.499863444602,0,0,-0.493509476136,0,0,1,0,1,0
0,0,-0.855495363021,0,0,-0.493509476136,0,0,1,0,0,1
1,0,-0.286484293551,0,0,0.448915194573,0,0,1,0,0,1
0,0,-0.570989828286,0,0,-0.487709440006,0,0,1,0,0,1
1,1,-0.570989828286,0,0,-0.50317620302,0,0,1,0,0,1
0,0,-0.357610677234,0,0,-0.392008843851,0,1,0,0,0,1
0,0,-0.144231526183,0,0,-0.440342478273,0,1,0,0,0,1
0,1,-1.10443770591,1,0,-0.363894135381,0,0,1,1,0,0
0,0,0.567032310655,0,0,-0.643343742842,1,0,0,0,0,1
1,1,2.1318127517,1,0,0.811498653239,1,0,0,1,0,0
1,0,-0.784368979337,0,0,-0.440342478273,0,1,0,0,0,1
0,0,-0.855495363021,0,0,-0.493026139792,0,0,1,0,0,1
0,1,-0.819932171179,0,0,-0.50253239901,0,0,1,0,1,0
0,0,0.993790612758,0,0,-0.503578338859,0,0,1,1,0,0
1,1,0.353653159604,0,0,-0.237341213703,0,1,0,0,0,1
1,1,0.28252677592,0,0,-0.440342478273,0,1,0,0,0,1
0,0,0.353653159604,0,0,-0.487709440006,0,0,1,0,0,1
0,0,0.424779543287,0,0,0.13241108962,1,0,0,1,0,0
0,1,-0.713242595653,0,0,-0.491494930253,0,0,1,0,0,1
0,0,-0.215357909867,1,0,2.00107059685,1,0,0,1,0,0
0,0,-0.144231526183,0,0,-0.207857696706,0,0,1,0,0,1
1,0,-0.926621746705,0,2,1.50041341141,1,0,0,1,0,0
0,0,1.10048018828,0,0,-0.363814868221,0,0,1,1,0,0
1,1,0.424779543287,0,0,-0.0307961270581,1,0,0,0,0,1
1,1,-1.21112728144,0,0,-0.503578338859,0,0,1,1,0,0
1,0,0.85153784539,1,0,0.372710453199,1,0,0,0,0,1
1,1,2.34519190275,1,0,0.86385944608,1,0,0,0,0,1
0,0,-0.46430025276,0,0,-0.503578338859,0,0,1,1,0,0
0,0,1.56280168223,0,0,-0.392008843851,0,1,0,0,0,1
0,0,-0.00197875881538,0,0,-0.490690658577,0,0,1,0,0,1
1,1,-0.819932171179,0,0,-0.493509476136,0,0,1,0,1,0
0,0,0.638158694339,0,0,-0.176440834332,0,0,1,0,0,1
0,1,0.0691476248684,1,0,-0.295341575009,0,0,1,0,0,1
1,1,-0.499863444602,1,0,1.54665323279,1,0,0,1,0,0
0,0,-0.855495363021,1,1,-0.252566308546,0,0,1,0,0,1
0,0,1.27829614749,0,0,0.332914471962,1,0,0,1,0,0
1,1,1.06491699644,0,0,-0.503659539365,0,0,1,1,0,0
0,0,2.20293913538,1,0,-0.34367520943,0,0,1,0,1,0
1,0,1.06491699644,0,0,-0.487709440006,0,0,1,0,0,1
1,1,-1.63788558354,0,2,-0.135840581419,0,1,0,0,0,1
0,0,1.10048018828,0,0,-0.0923403104394,1,0,0,0,0,1
0,1,-0.428737060918,0,0,-0.392008843851,0,1,0,0,0,1
0,1,-1.49563281618,3,2,-0.103940382701,0,0,1,0,0,1
0,0,-1.06887451407,1,1,-0.503578338859,0,0,1,1,0,0
0,0,-0.997748130389,2,0,-0.295341575009,0,0,1,0,0,1
0,0,-0.144231526183,0,0,-0.490690658577,0,0,1,0,0,1
0,0,-0.393173869076,0,0,-0.493509476136,0,0,1,0,1,0
1,1,1.7050544496,1,0,0.505063411008,1,0,0,1,0,0
0,0,1.7050544496,1,0,-0.140673944861,0,1,0,0,0,1
0,0,-0.286484293551,0,0,-0.493026139792,0,0,1,0,0,1
1,0,-0.713242595653,0,0,-0.375333739976,0,1,0,1,0,0
1,1,-0.428737060918,0,0,-0.392008843851,0,1,0,0,0,1
1,0,-0.713242595653,1,1,-0.339002313654,0,0,1,1,0,0
1,1,0.0335844330265,0,0,-0.493751144308,0,0,1,0,1,0
1,0,-0.215357909867,0,0,-0.492624003954,0,0,1,0,0,1
1,1,-0.428737060918,1,2,0.613330752111,0,1,0,0,0,1
0,0,-1.70901196723,1,1,-0.348589773378,0,0,1,1,0,0
0,1,-0.784368979337,1,0,-0.332075137169,0,0,1,0,0,1
0,0,1.20716976381,0,0,-0.469342658926,0,0,1,0,0,1
1,0,-0.713242595653,0,0,-0.503578338859,0,0,1,1,0,0
0,0,-0.00197875881538,0,0,-0.392008843851,0,1,0,0,0,1
1,0,-1.85126473459,1,1,-0.428098602001,0,0,1,0,0,1
0,0,-0.855495363021,0,0,-0.440342478273,0,1,0,0,0,1
0,0,-0.428737060918,0,1,4.1420882007,1,0,0,1,0,0
1,1,-0.784368979337,0,0,-0.140673944861,0,1,0,0,0,1
1,1,-0.499863444602,0,0,-0.491011593909,0,0,1,0,1,0
1,1,-0.215357909867,1,2,0.361995853121,1,0,0,0,0,1
1,1,0.638158694339,1,1,0.964393405676,1,0,0,1,0,0
1,0,2.1318127517,1,1,0.887865795624,1,0,0,1,0,0
0,0,-0.784368979337,0,0,-0.392008843851,0,1,0,0,0,1
0,0,-1.21112728144,0,2,-0.25184130403,0,0,1,0,0,1
0,0,0.638158694339,0,0,-0.643343742842,1,0,0,0,0,1
1,1,-1.06887451407,0,0,-0.488111575844,0,0,1,0,1,0
0,1,0.638158694339,0,5,-0.0802569018341,0,0,1,0,1,0
1,1,-0.215357909867,1,0,-0.375414940482,0,1,0,1,0,0
0,0,-0.64211621197,0,1,0.850890565292,1,0,0,0,0,1
1,1,-0.428737060918,1,2,0.613330752111,0,1,0,0,0,1
0,0,0.0691476248684,0,0,-0.493026139792,0,0,1,0,0,1
0,0,-0.570989828286,0,0,-0.503578338859,0,0,1,1,0,0
0,0,-0.00197875881538,0,0,-0.487709440006,0,0,1,0,0,1
0,0,-0.0731051424992,1,0,0.644264278141,1,0,0,0,0,1
1,1,-0.784368979337,1,0,-0.140673944861,0,1,0,0,0,1
0,1,0.424779543287,0,0,-0.0308753942186,1,0,0,1,0,0
0,0,-0.570989828286,0,0,-0.490690658577,0,0,1,0,0,1
1,1,-1.85126473459,0,1,-0.383952593666,0,0,1,1,0,0
1,0,-0.64211621197,0,0,-0.492140667609,0,0,1,0,1,0
1,1,-0.428737060918,0,0,-0.493509476136,0,0,1,0,1,0
1,1,-2.06464388565,1,2,0.16052579809,0,1,0,1,0,0
1,0,-0.00197875881538,1,0,0.47316321229,1,0,0,1,0,0
0,0,0.424779543287,0,0,-0.392008843851,0,1,0,0,0,1
0,0,2.34519190275,1,0,-0.140673944861,0,1,0,0,0,1
0,0,1.13604338013,1,0,0.539380291447,1,0,0,0,0,1
0,0,-0.713242595653,0,0,-0.491494930253,0,0,1,0,0,1
1,0,1.06491699644,0,0,-0.130040545288,1,0,0,0,0,1
0,0,2.84307658854,0,0,-0.440342478273,0,1,0,0,0,1
0,0,1.7050544496,0,1,0.850890565292,1,0,0,0,0,1
1,1,-1.06887451407,0,2,0.11066095413,0,1,0,0,0,1
0,0,-0.357610677234,0,0,-0.490690658577,0,0,1,0,0,1
0,0,-0.677679403811,0,0,-0.50317620302,0,0,1,0,0,1
1,0,0.495905926971,0,0,0.448915194573,0,0,1,0,0,1
0,1,-0.357610677234,0,0,-0.493026139792,0,0,1,0,0,1
0,0,1.49167529854,0,0,-0.493509476136,0,0,1,0,0,1
1,0,-2.07650065381,0,2,-0.0826735835552,0,1,0,0,0,1
0,0,-0.0731051424992,0,0,-0.487709440006,0,0,1,0,0,1
0,0,-0.286484293551,0,0,-0.493026139792,0,0,1,0,0,1
0,0,0.424779543287,1,0,0.881099086805,1,0,0,0,0,1
0,0,-0.393173869076,0,0,-0.490690658577,0,0,1,0,0,1
1,1,1.06491699644,0,0,4.42927118967,1,0,0,1,0,0
0,0,-0.215357909867,0,0,-0.392008843851,0,1,0,0,0,1
1,1,-0.215357909867,0,1,-0.40215890708,0,0,1,0,0,1
0,0,-0.00197875881538,0,0,-0.392008843851,0,1,0,0,0,1
0,0,-0.64211621197,0,0,0.777665109144,0,1,0,0,0,1
0,0,-0.286484293551,1,0,-0.363894135381,0,0,1,1,0,0
0,0,-0.64211621197,1,0,-0.363814868221,0,0,1,1,0,0
0,0,-0.819932171179,0,0,-0.503578338859,0,0,1,1,0,0
1,0,0.567032310655,1,0,1.09666709632,1,0,0,0,0,1
1,1,0.993790612758,0,0,-0.107404937616,1,0,0,1,0,0
1,1,0.567032310655,0,0,3.75550032584,1,0,0,1,0,0
1,1,1.56280168223,1,0,0.869821883222,1,0,0,1,0,0
0,0,-0.00197875881538,1,0,-0.332075137169,0,0,1,0,0,1
0,0,0.353653159604,0,0,-0.490690658577,0,0,1,0,0,1
1,1,-0.0731051424992,0,0,-0.492944939286,0,0,1,0,1,0
1,1,0.424779543287,0,2,0.729331474723,1,0,0,0,0,1
0,0,-0.286484293551,1,0,-0.491494930253,0,0,1,0,0,1
1,1,0.353653159604,1,0,0.47316321229,1,0,0,1,0,0
1,0,-0.713242595653,1,0,-0.490126121727,0,0,1,0,0,1
0,0,-0.00197875881538,0,0,-0.459675932041,0,0,1,0,0,1
1,0,0.140274008552,0,0,-0.487709440006,0,0,1,0,0,1
1,0,-1.49563281618,1,1,-0.335941827923,0,0,1,0,0,1
0,0,0.424779543287,0,0,-0.440342478273,0,1,0,0,0,1
0,0,0.424779543287,0,0,-0.394425525573,0,1,0,1,0,0
0,0,-0.144231526183,0,1,-0.0053397684811,0,1,0,0,0,1
1,1,-0.855495363021,0,0,-0.503578338859,0,0,1,1,0,0
0,1,-0.286484293551,0,2,-0.377025417181,0,0,1,0,0,1
1,1,-0.570989828286,0,0,-0.440342478273,0,1,0,0,0,1
0,0,0.353653159604,0,0,-0.643343742842,0,1,0,0,0,1
0,1,-0.00197875881538,1,0,-0.342708536742,0,0,1,0,0,1
0,0,2.20293913538,0,0,0.00432695840316,1,0,0,0,0,1
1,0,1.63392806591,1,1,0.939259915777,1,0,0,0,0,1
1,1,1.42054891486,0,1,-0.140673944861,0,1,0,0,0,1
0,1,-1.10443770591,1,9,0.701297966758,0,0,1,0,0,1
0,1,1.06491699644,1,4,-0.103940382701,0,0,1,0,0,1
0,0,-0.428737060918,0,0,-0.487709440006,0,0,1,0,0,1
0,0,0.922664229074,0,0,-0.487709440006,0,0,1,0,0,1
1,1,-0.00197875881538,0,0,0.457294313437,1,0,0,1,0,0
1,1,0.0691476248684,1,1,-0.135840581419,0,1,0,0,0,1
1,1,-0.499863444602,0,0,-0.376702548503,0,1,0,1,0,0
0,0,-0.00197875881538,0,0,-0.392008843851,0,1,0,0,0,1
1,0,-0.357610677234,0,0,-0.492624003954,0,0,1,0,0,1
0,0,-0.00197875881538,0,0,-0.490690658577,0,0,1,0,0,1
1,1,-0.144231526183,0,0,-0.392008843851,0,1,0,0,0,1
0,1,-0.64211621197,2,2,0.0212437304506,0,0,1,0,0,1
0,0,-0.00197875881538,0,0,-0.440342478273,0,1,0,0,0,1
0,0,-0.144231526183,0,0,-0.492624003954,0,0,1,0,0,1
0,0,-0.215357909867,0,0,-0.352698132304,0,1,0,1,0,0
0,1,0.318089967762,1,0,-0.34367520943,0,0,1,0,1,0
1,1,2.20293913538,1,0,-0.34367520943,0,0,1,0,1,0
0,1,-0.855495363021,0,0,-0.493509476136,0,0,1,0,1,0
0,0,0.85153784539,0,1,-0.480861530681,0,0,1,0,0,1
1,1,-1.78013835091,0,0,-0.40215890708,0,0,1,0,0,1
0,1,-0.286484293551,1,0,-0.332075137169,0,0,1,0,0,1
1,1,1.34942253118,1,0,1.07934818844,1,0,0,1,0,0
0,0,-0.357610677234,0,0,-0.490126121727,0,0,1,0,0,1
0,1,2.1318127517,1,0,-0.140673944861,0,1,0,0,0,1
1,1,-0.855495363021,0,0,-0.487709440006,0,0,1,0,0,1
1,1,0.211400392236,0,0,-0.491011593909,0,0,1,0,1,0
0,0,-0.855495363021,0,0,0.777665109144,0,1,0,0,0,1
0,0,-0.784368979337,0,0,-0.490690658577,0,0,1,0,0,1
0,0,-0.00197875881538,0,0,-0.392008843851,0,1,0,0,0,1
0,0,-0.926621746705,0,0,-0.475867699572,0,0,1,0,0,1
1,1,-1.56675919986,0,2,-0.135840581419,0,1,0,0,0,1
1,1,0.28252677592,0,1,-0.198674306166,0,1,0,0,0,1
0,0,0.85153784539,1,0,-0.121340491092,0,1,0,0,0,1
1,1,-0.64211621197,0,0,-0.440342478273,0,1,0,0,0,1
0,0,-1.49563281618,0,0,-0.503659539365,0,0,1,1,0,0
0,0,-0.855495363021,0,0,-0.392008843851,0,1,0,0,0,1
0,0,1.06491699644,0,0,-0.493509476136,0,0,1,0,1,0
0,0,3.55434042537,0,0,-0.142123953893,1,0,0,0,0,1
0,0,1.49167529854,0,0,-0.401192234391,0,1,0,0,0,1
1,0,-0.0731051424992,0,0,-0.459675932041,0,0,1,0,0,1
0,0,2.06068636801,0,0,-0.50317620302,0,0,1,0,0,1
0,0,-0.00197875881538,1,0,-0.237341213703,0,1,0,0,0,1
0,0,-2.10613190525,0,0,-0.518884634207,0,0,1,1,0,0
1,0,-0.784368979337,0,0,-0.487709440006,0,0,1,0,0,1
0,0,-1.70901196723,3,1,-0.235891204671,0,0,1,0,0,1
0,0,0.318089967762,0,0,-0.491978266598,0,0,1,0,1,0
0,0,0.567032310655,0,0,-0.507042893774,0,0,1,0,0,1
0,0,-1.10443770591,8,2,0.701297966758,0,0,1,0,0,1
0,0,0.140274008552,0,0,-0.490126121727,0,0,1,0,0,1
0,0,0.211400392236,0,0,-0.493026139792,0,0,1,0,0,1
0,0,0.780411461706,0,0,-0.392008843851,0,1,0,0,0,1
1,1,-0.215357909867,1,0,-0.176440834332,0,0,1,0,1,0
0,0,-0.357610677234,0,0,-0.490690658577,0,0,1,0,0,1
0,0,1.77618083328,0,0,-0.130040545288,1,0,0,0,0,1
1,1,0.424779543287,1,0,-0.140673944861,0,1,0,0,0,1
1,1,0.211400392236,0,0,-0.493509476136,0,0,1,0,1,0
0,0,-0.997748130389,0,0,-0.140673944861,0,1,0,0,0,1
0,0,0.993790612758,0,0,-0.493751144308,0,0,1,0,1,0
0,0,0.638158694339,1,5,-0.0386899762318,0,0,1,0,0,1
0,0,-0.713242595653,0,0,-0.507042893774,0,0,1,0,0,1
1,0,0.424779543287,0,0,-0.133182231525,1,0,0,0,0,1
0,1,-0.713242595653,0,0,-0.475867699572,0,0,1,0,0,1
0,0,1.42054891486,0,0,-0.140673944861,1,0,0,0,0,1
0,0,-0.215357909867,1,2,-0.18997425197,0,0,1,0,0,1
1,1,-0.428737060918,0,0,-0.34367520943,0,0,1,0,1,0
0,0,-0.926621746705,0,0,0.777665109144,0,1,0,0,0,1
1,1,-0.00197875881538,0,0,-0.40215890708,0,0,1,0,0,1
0,0,0.211400392236,0,0,-0.476028167239,0,0,1,0,0,1
0,0,0.28252677592,0,0,-0.487709440006,0,0,1,0,0,1
1,1,2.1318127517,0,0,0.831638312029,1,0,0,1,0,0
0,0,-0.215357909867,0,0,-0.503659539365,0,0,1,1,0,0
1,0,-0.0731051424992,3,1,-0.217524423591,0,0,1,0,0,1
0,0,-0.0731051424992,1,0,-0.50712409428,0,0,1,0,0,1
0,0,-0.286484293551,0,0,-0.392008843851,0,1,0,0,0,1
0,0,-0.144231526183,0,0,-0.459675932041,0,0,1,0,0,1
0,0,-0.0731051424992,0,0,-0.493026139792,0,0,1,0,0,1
1,1,-1.49563281618,1,1,-0.348589773378,0,0,1,1,0,0
1,1,-0.926621746705,0,0,-0.0053397684811,0,1,0,0,0,1
1,1,1.91843360065,1,0,2.18940937008,1,0,0,1,0,0
0,0,2.48744467012,0,0,-0.130040545288,1,0,0,0,0,1
0,0,0.567032310655,0,1,2.32361640611,1,0,0,0,0,1
0,0,0.922664229074,0,0,-0.503578338859,0,0,1,1,0,0
0,1,0.993790612758,1,0,-0.363894135381,0,0,1,1,0,0
0,1,0.0335844330265,0,0,-0.493509476136,0,0,1,0,1,0
1,1,-1.78013835091,4,2,-0.0365149626828,0,0,1,0,0,1
0,0,-0.64211621197,0,0,-0.490126121727,0,0,1,0,0,1
0,1,-0.00197875881538,0,0,-0.475867699572,0,0,1,0,0,1
0,0,1.06491699644,0,0,-0.487709440006,0,0,1,0,0,1
0,0,-0.64211621197,0,0,-0.475867699572,0,0,1,0,0,1
1,1,-0.00197875881538,0,0,-0.508976239151,0,0,1,0,1,0
0,0,-0.570989828286,0,0,-0.487709440006,0,0,1,0,0,1
1,1,0.424779543287,0,0,-0.392008843851,0,1,0,0,0,1
0,1,-0.784368979337,0,0,-0.493509476136,0,0,1,0,1,0
1,0,-0.0731051424992,0,0,-0.503578338859,0,0,1,1,0,0
0,0,0.993790612758,0,0,-0.487709440006,0,0,1,0,0,1
0,0,0.85153784539,0,0,-0.50196786216,0,0,1,0,0,1
0,0,1.27829614749,0,0,-0.50317620302,0,0,1,0,0,1
0,1,-0.215357909867,1,2,-0.18997425197,0,0,1,0,0,1
0,0,1.91843360065,0,0,-0.352456464132,0,1,0,1,0,0
0,0,1.27829614749,0,0,0.122261026391,1,0,0,1,0,0
0,0,-0.286484293551,2,0,-0.475867699572,0,0,1,0,0,1
0,0,-0.819932171179,0,0,-0.50317620302,0,0,1,0,0,1
0,0,-0.00197875881538,0,0,-0.487709440006,0,0,1,0,0,1
1,1,1.06491699644,1,1,2.54409897958,1,0,0,0,0,1
0,0,-1.21112728144,4,2,-0.0365149626828,0,0,1,0,0,1
1,1,-0.784368979337,0,0,-0.392008843851,0,1,0,0,0,1
0,0,0.85153784539,0,0,-0.130040545288,1,0,0,0,0,1
0,0,-0.997748130389,0,0,-0.465153099494,0,0,1,0,0,1
0,0,-0.64211621197,0,0,-0.493832344814,0,0,1,0,1,0
1,0,1.34942253118,0,0,-0.643343742842,1,0,0,0,0,1
0,0,-0.286484293551,0,0,-0.487709440006,0,0,1,0,0,1
0,0,-0.0731051424992,0,0,-0.440342478273,0,1,0,0,0,1
1,0,1.27829614749,0,0,-0.130040545288,1,0,0,0,0,1
0,0,-0.499863444602,0,0,-0.440342478273,0,1,0,0,0,1
0,1,-1.49563281618,2,2,0.0212437304506,0,0,1,0,0,1
0,0,-0.64211621197,0,0,-0.493509476136,0,0,1,0,1,0
0,1,1.27829614749,1,3,0.0212437304506,0,0,1,0,0,1
1,1,0.28252677592,0,0,-0.503578338859,0,0,1,1,0,0
0,1,-0.570989828286,3,1,-0.150984475755,0,0,1,0,0,1
0,0,0.709285078023,1,5,-0.0365149626828,0,0,1,0,0,1
1,0,0.638158694339,0,0,-0.145667775969,1,0,0,1,0,0
1,1,-0.00197875881538,0,0,1.02900000813,1,0,0,0,0,1
0,1,-1.42450643249,5,2,0.263395238901,0,0,1,0,0,1
1,1,0.28252677592,0,0,-0.392008843851,0,1,0,0,0,1
1,0,0.638158694339,0,0,-0.490126121727,0,0,1,0,0,1
0,0,0.424779543287,0,0,-0.498424040084,0,0,1,0,0,1
0,0,-0.570989828286,0,0,-0.493026139792,0,0,1,0,0,1
